credit_risk,age,amount,credit_history,duration,employment_duration,foreign_worker,housing,installment_rate,job,number_credits,other_debtors,other_installment_plans,people_liable,personal_status_sex,present_residence,property,purpose,savings,status,telephone
good,42,5084,no credits taken/all credits paid back duly,24,>= 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,furniture/equipment,... >= 1000 DM,... < 0 DM,yes (under customer name)
bad,25,2327,no credits taken/all credits paid back duly,15,< 1 yr,no,rent,25 <= ... < 35,unskilled - resident,1,none,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,0<= ... < 200 DM,no
bad,48,1082,delay in paying off in the past,12,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,2-3,none,bank,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,others,unknown/no savings account,no checking account,no
good,21,886,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,23,601,no credits taken/all credits paid back duly,4,< 1 yr,no,for free,>= 35,unskilled - resident,1,none,none,3 or more,female : non-single or male : single,4 <= ... < 7 yrs,unknown / no property,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,63,2957,all credits at this bank paid back duly,24,>= 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,car or other,car (new),unknown/no savings account,no checking account,yes (under customer name)
good,46,2611,all credits at this bank paid back duly,24,>= 7 yrs,no,rent,< 20,skilled employee/official,2-3,co-applicant,none,0 to 2,female : single,4 <= ... < 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,29,5179,no credits taken/all credits paid back duly,36,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,car or other,car (used),unknown/no savings account,no checking account,no
good,28,2993,existing credits paid back duly till now,21,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,unskilled - resident,2-3,none,stores,0 to 2,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,car (new),unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,23,1943,no credits taken/all credits paid back duly,18,< 1 yr,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,domestic appliances,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,50,1559,critical account/other credits elsewhere,24,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,1,none,bank,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,retraining,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,47,3422,no credits taken/all credits paid back duly,18,>= 7 yrs,no,rent,< 20,skilled employee/official,4-5,none,bank,3 or more,male : married/widowed,>= 7 yrs,car or other,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,35,3976,no credits taken/all credits paid back duly,21,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,car (used),... >= 1000 DM,... < 0 DM,yes (under customer name)
bad,68,6761,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,no,for free,25 <= ... < 35,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,others,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,28,1249,no credits taken/all credits paid back duly,24,< 1 yr,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : single,1 <= ... < 4 yrs,unknown / no property,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,59,1364,no credits taken/all credits paid back duly,9,4 <= ... < 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,no checking account,no
bad,57,709,no credits taken/all credits paid back duly,12,>= 7 yrs,no,rent,< 20,unskilled - resident,1,none,stores,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,no checking account,no
bad,33,2235,all credits at this bank paid back duly,20,1 <= ... < 4 yrs,yes,for free,< 20,skilled employee/official,2-3,guarantor,bank,0 to 2,female : single,1 <= ... < 4 yrs,car or other,others,unknown/no savings account,no checking account,no
good,43,4042,all credits at this bank paid back duly,24,4 <= ... < 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,car or other,car (new),... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,35,1471,all credits at this bank paid back duly,15,1 <= ... < 4 yrs,no,own,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,real estate,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,32,1442,critical account/other credits elsewhere,18,4 <= ... < 7 yrs,no,own,< 20,unskilled - resident,2-3,none,none,3 or more,male : married/widowed,>= 7 yrs,real estate,others,unknown/no savings account,no checking account,no
good,45,10875,existing credits paid back duly till now,36,>= 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,2-3,none,none,3 or more,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,33,1474,no credits taken/all credits paid back duly,24,< 1 yr,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : single,4 <= ... < 7 yrs,unknown / no property,others,... < 100 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,40,894,no credits taken/all credits paid back duly,10,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,car or other,vacation,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,28,3343,all credits at this bank paid back duly,15,1 <= ... < 4 yrs,no,own,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,real estate,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,29,3959,no credits taken/all credits paid back duly,15,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,car or other,others,unknown/no savings account,no checking account,yes (under customer name)
good,26,3577,no credits taken/all credits paid back duly,9,1 <= ... < 4 yrs,yes,for free,>= 35,skilled employee/official,1,guarantor,none,3 or more,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,others,... < 100 DM,... >= 200 DM / salary for at least 1 year,no
good,27,5804,all credits at this bank paid back duly,24,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,car (new),500 <= ... < 1000 DM,... >= 200 DM / salary for at least 1 year,no
bad,28,2169,existing credits paid back duly till now,18,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,retraining,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,35,2439,no credits taken/all credits paid back duly,24,< 1 yr,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,no checking account,yes (under customer name)
good,32,4526,all credits at this bank paid back duly,27,< 1 yr,no,rent,< 20,unskilled - resident,2-3,none,stores,3 or more,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,car (used),500 <= ... < 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,25,2210,no credits taken/all credits paid back duly,10,1 <= ... < 4 yrs,no,for free,25 <= ... < 35,unskilled - resident,1,none,bank,0 to 2,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,20,2221,no credits taken/all credits paid back duly,15,1 <= ... < 4 yrs,no,for free,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,car (used),100 <= ... < 500 DM,... >= 200 DM / salary for at least 1 year,no
good,27,2389,no credits taken/all credits paid back duly,18,< 1 yr,no,rent,< 20,skilled employee/official,1,none,stores,0 to 2,female : non-single or male : single,< 1 yr,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,no checking account,no
good,42,3331,all credits at this bank paid back duly,12,>= 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,stores,0 to 2,male : married/widowed,>= 7 yrs,car or other,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,37,7409,no credits taken/all credits paid back duly,36,>= 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,car or other,retraining,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,24,652,no credits taken/all credits paid back duly,12,>= 7 yrs,no,for free,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,car (used),unknown/no savings account,no checking account,no
good,40,7678,existing credits paid back duly till now,36,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,car (used),100 <= ... < 500 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,46,1343,all credits at this bank paid back duly,6,>= 7 yrs,yes,rent,>= 35,skilled employee/official,2-3,none,none,3 or more,male : married/widowed,>= 7 yrs,unknown / no property,others,unknown/no savings account,0<= ... < 200 DM,no
good,26,1382,all credits at this bank paid back duly,24,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,< 1 yr,unknown / no property,retraining,... < 100 DM,no checking account,yes (under customer name)
good,24,874,no credits taken/all credits paid back duly,15,< 1 yr,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,< 1 yr,unknown / no property,radio/television,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,29,3590,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,unskilled - resident,1,co-applicant,none,3 or more,male : married/widowed,1 <= ... < 4 yrs,car or other,car (used),unknown/no savings account,no checking account,no
good,40,1322,all credits at this bank paid back duly,11,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,others,500 <= ... < 1000 DM,... < 0 DM,no
good,36,1940,critical account/other credits elsewhere,18,< 1 yr,no,own,20 <= ... < 25,manager/self-empl/highly qualif. employee,1,co-applicant,bank,0 to 2,male : married/widowed,>= 7 yrs,real estate,furniture/equipment,unknown/no savings account,no checking account,yes (under customer name)
good,28,3595,no credits taken/all credits paid back duly,36,>= 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,27,1422,no credits taken/all credits paid back duly,9,< 1 yr,no,own,20 <= ... < 25,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,real estate,others,unknown/no savings account,no checking account,yes (under customer name)
good,36,6742,all credits at this bank paid back duly,30,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,car or other,furniture/equipment,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,38,7814,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,no,rent,20 <= ... < 25,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,car (new),unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,48,9277,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,no,own,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,male : divorced/separated,>= 7 yrs,real estate,car (new),... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,36,2181,all credits at this bank paid back duly,30,>= 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,others,... >= 1000 DM,... < 0 DM,no
good,65,1098,all credits at this bank paid back duly,18,unemployed,no,rent,< 20,unemployed/unskilled - non-resident,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,43,4057,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,1,none,none,0 to 2,male : divorced/separated,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,car (used),unknown/no savings account,... < 0 DM,yes (under customer name)
bad,53,795,no credits taken/all credits paid back duly,12,< 1 yr,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,repairs,unknown/no savings account,no checking account,no
good,34,2825,all credits at this bank paid back duly,24,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,3 or more,male : married/widowed,4 <= ... < 7 yrs,real estate,retraining,... >= 1000 DM,... < 0 DM,yes (under customer name)
